comments_count	country_code	created_at	creator_subscriptions	followers_count	followings_count	full_name	id	kind	likes_count	playlist_likes_count	verified	playlist_count	reposts_count	track_count	username	badges
0	KR	2012-07-21T03:12:43Z	[{'product': {'id': 'free'}}]	188	0	kwon ikdo	20643220	user	0	0	False	0	None	9	Itokun kwon	{'pro': False, 'pro_unlimited': False, 'verified': False}
9	None	2012-02-08T18:37:36Z	[{'product': {'id': 'free'}}]	906	23		11821353	user	13	0	False	2	None	1	yael wolfenson	{'pro': False, 'pro_unlimited': False, 'verified': False}
2	US	2012-07-25T22:11:03Z	[{'product': {'id': 'creator-pro-unlimited'}}]	73	4	Les Lankhorst	20908794	user	13	2	False	0	None	7	Les Lankhorst	{'pro': False, 'pro_unlimited': True, 'verified': False}
0	None	2014-06-26T07:44:10Z	[{'product': {'id': 'free'}}]	864	2	Kim Cat-fish	101886332	user	1	0	False	0	None	1	Kim Cat-fish	{'pro': False, 'pro_unlimited': False, 'verified': False}
6	US	2010-06-16T13:32:11Z	[{'product': {'id': 'creator-pro-unlimited'}}]	5178336	8		1187482	user	50	1	True	31	None	228	Mayer Hawthorne	{'pro': False, 'pro_unlimited': True, 'verified': True}
9	None	2017-08-10T22:22:01Z	[{'product': {'id': 'free'}}]	2796	10	Sarah	325414499	user	15	0	False	0	None	50	Joytastic	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2015-03-07T23:59:22Z	[{'product': {'id': 'free'}}]	193	1	soo jemm	142120445	user	1	0	False	0	None	16	soo jemm	{'pro': False, 'pro_unlimited': False, 'verified': False}
9	AU	2012-07-07T08:35:46Z	[{'product': {'id': 'creator-pro-unlimited'}}]	332	36	Eddie Pagaduan	19874718	user	56	1	False	1	None	12	Eddie Pagaduan	{'pro': False, 'pro_unlimited': True, 'verified': False}
0	GB	2013-08-02T20:04:55Z	[{'product': {'id': 'free'}}]	1001	8		53068543	user	0	0	False	0	None	1	Aberrant Jazz	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2015-11-24T21:57:57Z	[{'product': {'id': 'free'}}]	624	0		188914562	user	12	0	False	1	None	42	HCD Christmas	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	GB	2008-11-21T21:12:58Z	[{'product': {'id': 'creator-pro-unlimited'}}]	332	0	Gary Williams	39334	user	5	0	False	6	None	41	Gary Williams	{'pro': False, 'pro_unlimited': True, 'verified': False}
0	US	2011-05-03T04:58:40Z	[{'product': {'id': 'free'}}]	4371	0	Cyrille Aimée	4497460	user	0	0	False	0	None	8	Cyrille Aimee	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	AU	2013-02-28T03:57:47Z	[{'product': {'id': 'free'}}]	428	0	Australian Institute of Music	37730561	user	0	0	False	11	None	43	AIM Music School Sydney	{'pro': False, 'pro_unlimited': False, 'verified': False}
3	None	2014-11-12T22:11:23Z	[{'product': {'id': 'creator-pro'}}]	84684	21		122637617	user	0	0	True	0	None	56	More Than Records	{'pro': True, 'pro_unlimited': False, 'verified': True}
101	None	2012-08-25T22:51:42Z	[{'product': {'id': 'creator-pro-unlimited'}}]	51872	77	@timGunter	22859598	user	477	23	True	6	None	27	Tim Gunter	{'pro': False, 'pro_unlimited': True, 'verified': True}
272	US	2015-12-18T14:51:42Z	[{'product': {'id': 'free'}}]	57711	660		193762197	user	2119	28	False	10	None	39	Trap Network	{'pro': False, 'pro_unlimited': False, 'verified': False}
9	None	2015-06-05T06:29:43Z	[{'product': {'id': 'creator-pro'}}]	18912	24		156585108	user	3	0	True	3	None	57	The Tech Thieves	{'pro': True, 'pro_unlimited': False, 'verified': True}
685	None	2011-02-27T22:44:59Z	[{'product': {'id': 'creator-pro-unlimited'}}]	194523	8		3392465	user	531	11	True	14	None	76	AERO CHORD	{'pro': False, 'pro_unlimited': True, 'verified': True}
0	None	2011-03-07T01:24:27Z	[{'product': {'id': 'creator-pro-unlimited'}}]	728719	2		3514469	user	49	7	True	13	None	120	RL Grime	{'pro': False, 'pro_unlimited': True, 'verified': True}
223	GB	2010-06-07T20:50:31Z	[{'product': {'id': 'creator-pro'}}]	342446	286	Hucci	1143882	user	470	19	True	1	None	69	HU₵₵I	{'pro': True, 'pro_unlimited': False, 'verified': True}
457	NL	2014-06-16T14:53:22Z	[{'product': {'id': 'creator-pro-unlimited'}}]	155621	788	Join the tribe.	100218021	user	3028	85	True	52	None	1344	Tribal Trap	{'pro': False, 'pro_unlimited': True, 'verified': True}
44	None	2014-07-08T16:02:55Z	[{'product': {'id': 'creator-pro-unlimited'}}]	122989	441		103722868	user	453	4	True	0	None	63	Lucian	{'pro': False, 'pro_unlimited': True, 'verified': True}
442	None	2013-11-21T14:15:01Z	[{'product': {'id': 'free'}}]	32565	0		67382082	user	387	4	True	0	None	5	KXA	{'pro': False, 'pro_unlimited': False, 'verified': True}
170	None	2013-01-11T17:18:09Z	[{'product': {'id': 'free'}}]	26405	62		32557368	user	64	6	True	1	None	19	Global Rapup	{'pro': False, 'pro_unlimited': False, 'verified': True}
46	None	2013-12-05T18:28:06Z	[{'product': {'id': 'creator-pro-unlimited'}}]	432214	889		69257219	user	570	35	True	30	None	90	NGHTMRE	{'pro': False, 'pro_unlimited': True, 'verified': True}
5	None	2018-04-27T08:20:46Z	[{'product': {'id': 'free'}}]	2001	134		439681443	user	16	0	False	0	None	693	Rabbit Network	{'pro': False, 'pro_unlimited': False, 'verified': False}
1293	None	2012-11-04T14:35:55Z	[{'product': {'id': 'creator-pro-unlimited'}}]	1170341	1062		27580353	user	4185	11	True	22	None	215	Trap Nation	{'pro': False, 'pro_unlimited': True, 'verified': True}
6	NL	2015-01-21T19:01:39Z	[{'product': {'id': 'creator-pro'}}]	80514	1	Enzio Latumaelissa	134243540	user	49	0	False	1	None	35	onderkofferremix	{'pro': True, 'pro_unlimited': False, 'verified': False}
1012	AU	2011-12-09T19:39:51Z	[{'product': {'id': 'creator-pro-unlimited'}}]	120013	0	jared	9644163	user	547	19	True	5	None	23	Party Thieves	{'pro': False, 'pro_unlimited': True, 'verified': True}
7	MY	2016-01-22T04:43:32Z	[{'product': {'id': 'free'}}]	383	90		201030024	user	144	2	False	0	None	13	afieqzz	{'pro': False, 'pro_unlimited': False, 'verified': False}
36	GR	2011-06-20T20:29:21Z	[{'product': {'id': 'free'}}]	107409	159	Gioni	5472477	user	225	0	True	5	None	24	Gioni	{'pro': False, 'pro_unlimited': False, 'verified': True}
508	US	2009-12-13T08:09:20Z	[{'product': {'id': 'creator-pro-unlimited'}}]	774590	161	Thissongissick.com	445063	user	206	11	True	271	None	522	Thissongissick.com	{'pro': False, 'pro_unlimited': True, 'verified': True}
1	NL	2015-05-29T15:56:27Z	[{'product': {'id': 'free'}}]	13560	106	Arman  Cekin	155482777	user	26	0	False	0	None	2	Arman Cekin Remixes	{'pro': False, 'pro_unlimited': False, 'verified': False}
114	None	2011-01-06T06:18:59Z	[{'product': {'id': 'free'}}]	130520	605	Shawn Serrano	2606942	user	1053	20	True	2	None	33	Shawn Wasabi	{'pro': False, 'pro_unlimited': False, 'verified': True}
40	None	2015-02-12T07:37:36Z	[{'product': {'id': 'free'}}]	8406	1		138116253	user	21	3	False	0	None	1	PatrickReza Remix	{'pro': False, 'pro_unlimited': False, 'verified': False}
1879	SE	2014-12-17T00:14:24Z	[{'product': {'id': 'creator-pro-unlimited'}}]	19974	113		128116998	user	2856	4	True	7	None	71	OSIAS (@osiasmusic)	{'pro': False, 'pro_unlimited': True, 'verified': True}
162	None	2011-10-19T02:41:18Z	[{'product': {'id': 'creator-pro-unlimited'}}]	53033	4		8201076	user	832	38	True	13	None	25	DISTO	{'pro': False, 'pro_unlimited': True, 'verified': True}
1318	None	2013-07-16T02:51:58Z	[{'product': {'id': 'creator-pro-unlimited'}}]	158610	21	d-list electronic musician	51276113	user	787	3	True	16	None	48	Crankdat	{'pro': False, 'pro_unlimited': True, 'verified': True}
23	US	2015-11-27T15:10:56Z	[{'product': {'id': 'free'}}]	11610	54		189456150	user	472	2	False	0	None	45	Trap Music	{'pro': False, 'pro_unlimited': False, 'verified': False}
5	CA	2016-07-09T21:22:32Z	[{'product': {'id': 'free'}}]	175	1	Alysa ??	239453600	user	5	0	False	0	None	2	a L y S a	{'pro': False, 'pro_unlimited': False, 'verified': False}
418	None	2012-11-05T10:35:36Z	[{'product': {'id': 'creator-pro-unlimited'}}]	197390	596	HD Family	27637376	user	526	0	True	0	None	57	TrapMusicHDTV	{'pro': False, 'pro_unlimited': True, 'verified': True}
27	None	2013-06-28T20:44:35Z	[{'product': {'id': 'free'}}]	12615	8		49531073	user	18	1	True	1	None	13	PRICE & TAKIS	{'pro': False, 'pro_unlimited': False, 'verified': True}
76	None	2016-04-18T20:57:53Z	[{'product': {'id': 'creator-pro-unlimited'}}]	4840	41	Mia Vaile	220547625	user	8	0	False	2	None	22	Mia Vaile	{'pro': False, 'pro_unlimited': True, 'verified': False}
27	US	2015-09-12T18:33:59Z	[{'product': {'id': 'free'}}]	315	21	Yagna Patel	174032304	user	65	4	False	0	None	13	Bass Boost Monkey	{'pro': False, 'pro_unlimited': False, 'verified': False}
491	None	2016-08-14T16:18:11Z	[{'product': {'id': 'creator-pro'}}]	24107	136		247370320	user	1802	26	True	13	None	151	Lacuna	{'pro': True, 'pro_unlimited': False, 'verified': True}
9	None	2016-08-12T20:37:59Z	[{'product': {'id': 'creator-pro-unlimited'}}]	157450	166		247021914	user	574	44	True	29	None	622	Lowly.	{'pro': False, 'pro_unlimited': True, 'verified': True}
0	None	2016-08-25T00:49:30Z	[{'product': {'id': 'free'}}]	4498	1		249542513	user	12	1	False	4	None	19	NOAX 2	{'pro': False, 'pro_unlimited': False, 'verified': False}
17	None	2014-01-27T21:29:04Z	[{'product': {'id': 'free'}}]	654	6		77449247	user	99	2	False	0	None	44	BakadiMusic	{'pro': False, 'pro_unlimited': False, 'verified': False}
467	US	2008-09-24T19:22:36Z	[{'product': {'id': 'creator-pro-unlimited'}}]	6014531	215	maddecent.com	14730	user	224	47	True	300	None	853	Mad Decent	{'pro': False, 'pro_unlimited': True, 'verified': True}
1	None	2015-12-17T20:02:35Z	[{'product': {'id': 'free'}}]	3829	2		193626903	user	14	1	False	0	None	2	T-Mass Dangerous Remixes	{'pro': False, 'pro_unlimited': False, 'verified': False}
318	US	2013-08-09T05:21:54Z	[{'product': {'id': 'creator-pro'}}]	16234	237		53780032	user	1097	30	True	1	None	13	REVOKE	{'pro': True, 'pro_unlimited': False, 'verified': True}
97	None	2010-05-04T02:43:53Z	[{'product': {'id': 'creator-pro-unlimited'}}]	609209	86	Gordo	956458	user	84	6	True	10	None	118	DJ Carnage	{'pro': False, 'pro_unlimited': True, 'verified': True}
1	ID	2018-06-23T06:41:38Z	[{'product': {'id': 'free'}}]	78	1	Panda Music	467199141	user	2	0	False	0	None	13	Panda Music	{'pro': False, 'pro_unlimited': False, 'verified': False}
4	RU	2014-09-25T20:54:01Z	[{'product': {'id': 'free'}}]	810	3	Alex Fors	115185398	user	25	1	False	2	None	35	Rx Beats	{'pro': False, 'pro_unlimited': False, 'verified': False}
137	None	2009-04-29T02:59:44Z	[{'product': {'id': 'creator-pro-unlimited'}}]	30613	583		109314	user	428	6	True	5	None	22	JiKay	{'pro': False, 'pro_unlimited': True, 'verified': True}
136	DE	2015-03-15T21:09:36Z	[{'product': {'id': 'creator-pro-unlimited'}}]	68336	986	Chris	143441878	user	28	0	False	0	None	658	ARWV | No Copyright Music	{'pro': False, 'pro_unlimited': True, 'verified': False}
51	US	2011-06-20T03:26:22Z	[{'product': {'id': 'free'}}]	1187	23	Dani the Girl	5458273	user	37	1	False	0	None	73	starwarspunk	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2017-03-15T19:51:06Z	[{'product': {'id': 'free'}}]	22	0	Nguyen Quynh	295465422	user	0	0	False	0	None	40	Nguyen Quynh	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2012-07-17T20:14:20Z	[{'product': {'id': 'free'}}]	4026	0		20448965	user	0	0	False	0	None	2	Awful Piano Sound	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2013-05-07T17:56:34Z	[{'product': {'id': 'free'}}]	4772	0		44057609	user	0	0	False	0	None	10	An Coong Piano	{'pro': False, 'pro_unlimited': False, 'verified': False}
2	None	2009-05-20T12:50:37Z	[{'product': {'id': 'creator-pro-unlimited'}}]	1386	1249	MassiveTalent	123572	user	2	0	False	1	None	571	MassiveTalent	{'pro': False, 'pro_unlimited': True, 'verified': False}
1	PH	2017-03-28T13:51:01Z	[{'product': {'id': 'free'}}]	233	5		298171627	user	1	0	False	1	None	10	桜草	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2015-10-17T18:04:49Z	[{'product': {'id': 'free'}}]	140	0	Muiz Seydoe	181257529	user	0	0	False	0	None	1	Muiz Seydoe	{'pro': False, 'pro_unlimited': False, 'verified': False}
1	None	2013-11-15T15:15:07Z	[{'product': {'id': 'free'}}]	36	3		66559699	user	23	0	False	0	None	23	Ken.Deer	{'pro': False, 'pro_unlimited': False, 'verified': False}
256	EG	2011-08-20T06:11:04Z	[{'product': {'id': 'free'}}]	5902	289	Amjad Moataz	6820369	user	96	8	False	6	None	45	Amjad Moataz	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2015-03-20T04:08:50Z	[{'product': {'id': 'free'}}]	99	0		144126461	user	0	0	False	1	None	10	Yêu Mẹ	{'pro': False, 'pro_unlimited': False, 'verified': False}
196	GB	2019-11-14T09:03:26Z	[{'product': {'id': 'creator-pro-unlimited'}}]	325	83	Instrumental Piano Music	733575967	user	312	20	False	0	None	21	Piano Music	{'pro': False, 'pro_unlimited': True, 'verified': False}
5	VN	2013-12-19T13:46:56Z	[{'product': {'id': 'free'}}]	50	55	Minh Nguyen	71066551	user	67	0	False	1	None	18	Truong Minh Nguyen	{'pro': False, 'pro_unlimited': False, 'verified': False}
48	US	2015-11-19T00:24:59Z	[{'product': {'id': 'free'}}]	10	18	Anthony Bezama	187638666	user	297	0	False	0	None	17	Ant	{'pro': False, 'pro_unlimited': False, 'verified': False}
1247	GB	2011-03-18T15:58:20Z	[{'product': {'id': 'creator-pro-unlimited'}}]	4817	41	Joe  Shepherd	3720036	user	187	26	False	2	None	78	Joe Alexander Shepherd	{'pro': False, 'pro_unlimited': True, 'verified': False}
3458	AU	2012-10-22T09:12:11Z	[{'product': {'id': 'creator-pro-unlimited'}}]	2105	75	Simon Reich	26662049	user	530	97	False	2	None	278	Simon Reich	{'pro': False, 'pro_unlimited': True, 'verified': False}
1540	US	2013-05-06T20:04:57Z	[{'product': {'id': 'creator-pro-unlimited'}}]	6346	42	Andrew Souter	43971250	user	726	10	False	5	None	54	Andrew Souter	{'pro': False, 'pro_unlimited': True, 'verified': False}
2	AQ	2016-12-28T04:02:38Z	[{'product': {'id': 'free'}}]	11	15		278432793	user	140	2	False	0	None	10	Izanagi	{'pro': False, 'pro_unlimited': False, 'verified': False}
1408	PH	2012-08-11T07:56:04Z	[{'product': {'id': 'free'}}]	2541	200	Sharie Ingente	21937391	user	1697	31	False	2	None	54	Sharie	{'pro': False, 'pro_unlimited': False, 'verified': False}
9	None	2015-06-05T14:41:38Z	[{'product': {'id': 'free'}}]	62	327		156631631	user	882	2	False	6	None	37	BRUH	{'pro': False, 'pro_unlimited': False, 'verified': False}
1327	US	2011-02-03T00:50:32Z	[{'product': {'id': 'creator-pro-unlimited'}}]	4235	207	David Hollandsworth	2987446	user	356	102	False	56	None	1160	DavidHollandsworth	{'pro': False, 'pro_unlimited': True, 'verified': False}
0	VN	2011-10-25T02:54:58Z	[{'product': {'id': 'free'}}]	31	0	Dạ Nguyệt Tử Tiêu	8356551	user	1	0	False	1	None	18	danguyet	{'pro': False, 'pro_unlimited': False, 'verified': False}
6	AU	2012-08-18T07:39:01Z	[{'product': {'id': 'free'}}]	682	12	Russell Tay	22375017	user	8	0	False	0	None	20	rustleteh	{'pro': False, 'pro_unlimited': False, 'verified': False}
325	US	2011-03-26T22:53:04Z	[{'product': {'id': 'free'}}]	721	507	Jeff Van Houten	3860526	user	14	0	False	0	None	21	Jeff Van Houten	{'pro': False, 'pro_unlimited': False, 'verified': False}
11	SG	2014-06-10T16:02:16Z	[{'product': {'id': 'free'}}]	87	19	Gavin Koh	99233877	user	0	10	False	17	None	236	Gavin Koh	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	US	2012-04-08T17:38:06Z	[{'product': {'id': 'free'}}]	648	0	A-Shana Sackey	14900458	user	0	0	False	0	None	3	Asheezy	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2016-03-02T01:51:59Z	[{'product': {'id': 'free'}}]	144	0		209553626	user	4	0	False	0	None	3	An Coong	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2013-12-03T16:21:51Z	[{'product': {'id': 'free'}}]	89	28		68989618	user	183	9	False	6	None	37	CreepyRiku	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2012-12-28T00:20:11Z	[{'product': {'id': 'free'}}]	261	0		31387538	user	5	0	False	0	None	3	gobaid	{'pro': False, 'pro_unlimited': False, 'verified': False}
37	None	2018-12-08T14:53:54Z	[{'product': {'id': 'free'}}]	54	30		552335886	user	309	1	False	0	None	14	lionel yasuo	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2018-09-30T19:53:05Z	[{'product': {'id': 'free'}}]	151	0		516696285	user	0	0	False	0	None	44	Anime on Piano	{'pro': False, 'pro_unlimited': False, 'verified': False}
3	CZ	2013-12-17T14:11:05Z	[{'product': {'id': 'free'}}]	800	2	David Sláma	70803831	user	1	0	False	0	None	13	dawelocklear	{'pro': False, 'pro_unlimited': False, 'verified': False}
5	DE	2014-08-10T00:58:57Z	[{'product': {'id': 'free'}}]	293	3	Flo Koch	108289482	user	33	5	False	0	None	3	Floko	{'pro': False, 'pro_unlimited': False, 'verified': False}
1	ID	2014-05-03T05:52:12Z	[{'product': {'id': 'free'}}]	12	17		92683307	user	56	3	False	0	None	12	mourning mornings	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	VN	2016-09-02T01:27:29Z	[{'product': {'id': 'free'}}]	4	18	Tiếu Ka	251581475	user	26	1	False	2	None	11	Lệnh Hồ Đại Ka	{'pro': False, 'pro_unlimited': False, 'verified': False}
4031	DE	2012-11-10T09:11:43Z	[{'product': {'id': 'creator-pro-unlimited'}}]	18496	226	Dirk Maassen	27982136	user	1274	112	True	56	None	265	Dirk Maassen	{'pro': False, 'pro_unlimited': True, 'verified': True}
0	None	2014-12-13T22:22:57Z	[{'product': {'id': 'free'}}]	1884	4		127633729	user	22	1	False	2	None	17	Anime Piano Covers	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2013-04-23T16:40:09Z	[{'product': {'id': 'free'}}]	281	0		42691969	user	0	0	False	1	None	1	aouysdgfahsbdfiwegdfsesuf	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2015-11-05T02:13:26Z	[{'product': {'id': 'free'}}]	9	4	Hying Loo	184803792	user	0	0	False	0	None	3	Hying Loo	{'pro': False, 'pro_unlimited': False, 'verified': False}
10	None	2020-05-15T16:56:59Z	[{'product': {'id': 'free'}}]	75	0		824018974	user	210	0	False	0	None	18	jay.	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2016-02-14T13:04:58Z	[{'product': {'id': 'free'}}]	82	4	Hồ QuangTrung	206055770	user	2	0	False	1	None	2	Hồ QuangTrung	{'pro': False, 'pro_unlimited': False, 'verified': False}
483	GB	2018-07-05T13:49:00Z	[{'product': {'id': 'creator-pro-unlimited'}}]	475	247	New Age Music Artists	473509965	user	504	39	False	61	None	38	New Age Music Planet	{'pro': False, 'pro_unlimited': True, 'verified': False}
106	NO	2013-04-14T12:57:15Z	[{'product': {'id': 'free'}}]	3398	186	Peder  B. Helland	41840714	user	23	2	False	2	None	24	Peder B. Helland	{'pro': False, 'pro_unlimited': False, 'verified': False}
2	None	2021-02-16T17:37:05Z	[{'product': {'id': 'free'}}]	2	1	Phú Đỗ	948916771	user	12	0	False	0	None	3	Đỗ Minh Phú	{'pro': False, 'pro_unlimited': False, 'verified': False}
145	US	2008-05-03T16:03:00Z	[{'product': {'id': 'creator-pro-unlimited'}}]	23271	108	Headphone Commute	2302	user	77	4	True	14	None	268	Headphone Commute	{'pro': False, 'pro_unlimited': True, 'verified': True}
201	None	2009-12-24T18:48:29Z	[{'product': {'id': 'creator-pro-unlimited'}}]	95818	387		471877	user	1800	46	True	2	None	16	PatrickReza	{'pro': False, 'pro_unlimited': True, 'verified': True}
329	GB	2013-01-19T00:15:19Z	[{'product': {'id': 'creator-pro-unlimited'}}]	131960	482	Sam Norris	33291816	user	1027	18	True	9	None	92	Teminite	{'pro': False, 'pro_unlimited': True, 'verified': True}
9	US	2010-04-12T17:48:00Z	[{'product': {'id': 'creator-pro-unlimited'}}]	6498338	95	Sonny Moore	856062	user	14	3	True	23	None	110	Skrillex	{'pro': False, 'pro_unlimited': True, 'verified': True}
35	NL	2012-06-26T20:26:05Z	[{'product': {'id': 'free'}}]	2105	50	Daniel Bensz	19330592	user	106	3	False	0	None	21	BENY	{'pro': False, 'pro_unlimited': False, 'verified': False}
40	DE	2012-08-07T17:44:12Z	[{'product': {'id': 'free'}}]	602	4		21677874	user	6	0	False	0	None	48	GoDnEzZ	{'pro': False, 'pro_unlimited': False, 'verified': False}
211	None	2012-11-12T19:32:40Z	[{'product': {'id': 'creator-pro-unlimited'}}]	25348	1417	Andre'	28152574	user	3412	115	True	26	None	56	Komuz	{'pro': False, 'pro_unlimited': True, 'verified': True}
12	PH	2019-02-16T03:48:21Z	[{'product': {'id': 'free'}}]	395	5	Frenz Vargas	590102826	user	2	0	False	0	None	36	frnzvrgs	{'pro': False, 'pro_unlimited': False, 'verified': False}
5	None	2015-02-26T20:13:31Z	[{'product': {'id': 'free'}}]	4733	119	NotForMoney ❤	140600469	user	87	9	False	30	None	160	NFM+	{'pro': False, 'pro_unlimited': False, 'verified': False}
72	GB	2015-03-17T23:18:56Z	[{'product': {'id': 'free'}}]	253	488	Jordan Cropper	143783517	user	1205	1	False	0	None	4	DDC	{'pro': False, 'pro_unlimited': False, 'verified': False}
1	None	2011-06-06T10:40:12Z	[{'product': {'id': 'free'}}]	31155	18	I See MONSTAS	5162604	user	4	0	True	4	None	71	I SEE MONSTAS	{'pro': False, 'pro_unlimited': False, 'verified': True}
770	GR	2014-06-16T16:26:26Z	[{'product': {'id': 'creator-pro'}}]	32154	306	George | FAQ in description	100230899	user	656	4	True	3	None	56	Geoxor	{'pro': True, 'pro_unlimited': False, 'verified': True}
158	None	2010-04-29T20:20:16Z	[{'product': {'id': 'creator-pro'}}]	36077	148	James Ruehlmann	937307	user	505	9	True	2	None	32	Mutrix	{'pro': True, 'pro_unlimited': False, 'verified': True}
114	None	2010-12-23T17:13:25Z	[{'product': {'id': 'creator-pro'}}]	156335	800		2492807	user	5251	22	True	10	None	190	DSG	{'pro': True, 'pro_unlimited': False, 'verified': True}
529	US	2010-02-11T01:39:32Z	[{'product': {'id': 'creator-pro-unlimited'}}]	157396	63	Joe  Torre	614148	user	215	15	True	19	None	137	MitiS	{'pro': False, 'pro_unlimited': True, 'verified': True}
2	US	2009-12-30T16:41:22Z	[{'product': {'id': 'free'}}]	1434682	8		483294	user	10	0	True	8	None	70	Madeon	{'pro': False, 'pro_unlimited': False, 'verified': True}
0	US	2011-03-23T03:59:01Z	[{'product': {'id': 'free'}}]	50431	1	Scott Stanley	3797388	user	0	0	True	0	None	28	DotEXE	{'pro': False, 'pro_unlimited': False, 'verified': True}
206	CA	2010-12-16T19:20:41Z	[{'product': {'id': 'creator-pro-unlimited'}}]	630911	369		2431310	user	540	11	True	10	None	115	Adventure Club	{'pro': False, 'pro_unlimited': True, 'verified': True}
5	US	2010-08-31T06:00:43Z	[{'product': {'id': 'free'}}]	2123	172	Joaquin Wells	1613043	user	403	13	False	0	None	8	STRSIK	{'pro': False, 'pro_unlimited': False, 'verified': False}
28	None	2016-03-13T18:07:18Z	[{'product': {'id': 'creator-pro-unlimited'}}]	25656	151	Collective / Record Label	211893720	user	358	59	True	35	None	236	Rushdown	{'pro': False, 'pro_unlimited': True, 'verified': True}
410	PT	2012-02-25T18:25:17Z	[{'product': {'id': 'free'}}]	901	246	Rui Matias	12651289	user	350	3	False	0	None	5	Stomyx EDM	{'pro': False, 'pro_unlimited': False, 'verified': False}
33	US	2011-06-04T06:09:12Z	[{'product': {'id': 'free'}}]	7746	204	Emilio Couchee	5120454	user	376	3	False	0	None	15	Longarms.	{'pro': False, 'pro_unlimited': False, 'verified': False}
464	ES	2013-12-26T18:26:08Z	[{'product': {'id': 'creator-pro'}}]	1120	94		72048439	user	739	15	False	11	None	26	Ericovich	{'pro': True, 'pro_unlimited': False, 'verified': False}
1	None	2012-09-17T17:16:30Z	[{'product': {'id': 'free'}}]	805	151	Francisco Ferreira	24333922	user	92	1	False	3	None	9	Francisco Ferreira 25	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	CA	2011-11-01T01:27:00Z	[{'product': {'id': 'creator-pro-unlimited'}}]	1080191	62		8553751	user	93	18	True	343	None	2978	Monstercat	{'pro': False, 'pro_unlimited': True, 'verified': True}
472	IT	2012-05-03T00:16:58Z	[{'product': {'id': 'creator-pro-unlimited'}}]	14988	898		16271464	user	347	7	True	33	None	1501	Yume	{'pro': False, 'pro_unlimited': True, 'verified': True}
19106	None	2011-02-14T19:35:18Z	[{'product': {'id': 'creator-pro-unlimited'}}]	875608	16		3158948	user	10	0	True	35	None	588	Pantheon: Desolation	{'pro': False, 'pro_unlimited': True, 'verified': True}
194	None	2012-03-12T19:25:56Z	[{'product': {'id': 'creator-pro-unlimited'}}]	6791	49	Dillon Barker	13519513	user	186	5	True	2	None	55	Ampyx	{'pro': False, 'pro_unlimited': True, 'verified': True}
6	CA	2009-10-09T20:16:57Z	[{'product': {'id': 'creator-pro-unlimited'}}]	6012045	189	Zeds Dead	305413	user	81	3	True	88	None	269	Zeds Dead	{'pro': False, 'pro_unlimited': True, 'verified': True}
7	US	2012-02-28T15:04:43Z	[{'product': {'id': 'creator-pro-unlimited'}}]	105395	0		12802463	user	7	0	True	9	None	49	RIOT	{'pro': False, 'pro_unlimited': True, 'verified': True}
567	US	2011-09-29T18:45:21Z	[{'product': {'id': 'creator-pro-unlimited'}}]	7618	320	Matt Warnock	7741907	user	493	19	True	4	None	28	Sauniks	{'pro': False, 'pro_unlimited': True, 'verified': True}
2631	None	2014-12-30T04:47:41Z	[{'product': {'id': 'creator-pro'}}]	71335	12	Zac Claxton	130404350	user	2973	580	True	8	None	44	Electrostep Nation	{'pro': True, 'pro_unlimited': False, 'verified': True}
21	ES	2010-08-19T17:24:41Z	[{'product': {'id': 'creator-pro-unlimited'}}]	129807	48	Alvaro Perea	1540163	user	8	0	True	2	None	48	Different Heaven	{'pro': False, 'pro_unlimited': True, 'verified': True}
200	US	2013-03-09T16:35:04Z	[{'product': {'id': 'creator-pro-unlimited'}}]	71679	212	Joseph Feliciano	38655589	user	638	3	False	2	None	327	dj-Jo	{'pro': False, 'pro_unlimited': True, 'verified': False}
375	US	2009-06-30T02:21:43Z	[{'product': {'id': 'creator-pro'}}]	1443	1990	Darren Archambault	157327	user	251	4	False	1	None	21	Spiritual Advisor	{'pro': True, 'pro_unlimited': False, 'verified': False}
62	None	2009-01-22T17:15:13Z	[{'product': {'id': 'creator-pro-unlimited'}}]	140684	186	Fox Stevenson	62864	user	125	8	True	31	None	86	Fox Stevenson	{'pro': False, 'pro_unlimited': True, 'verified': True}
